RBP	miRNA	mean_percent	total_percent	average
ZCCHC11	hsa-let-7e	0	0	0
ZCCHC11	hsa-let-7f-1	46.2204894953433	16.256157635468	31.2383235654056
ZCCHC11	hsa-let-7f-2	8.50119124972926	12.3152709359606	10.4082310928449
ZCCHC11	hsa-let-7g	4.52674897119342	10.8374384236453	7.68209369741937
ZCCHC11	hsa-let-7i	5.00324886289799	3.94088669950739	4.47206778120269
ZCCHC11	hsa-mir-98	0.411522633744856	0.985221674876847	0.698372154310852
ZCCHC11	hsa-mir-1-1	0	0	0
ZCCHC11	hsa-mir-1-2	0	0	0
ZCCHC11	hsa-mir-7-1	0	0	0
ZCCHC11	hsa-mir-7-2	0	0	0
ZCCHC11	hsa-mir-7-3	0	0	0
ZCCHC11	hsa-mir-9-1	0	0	0
ZCCHC11	hsa-mir-9-2	0	0	0
ZCCHC11	hsa-mir-9-3	0	0	0
ZCCHC11	hsa-mir-10b	0	0	0
ZCCHC11	hsa-mir-15a	0	0	0
ZCCHC11	hsa-mir-15b	0	0	0
ZCCHC11	hsa-mir-16-1	0	0	0
ZCCHC11	hsa-mir-16-2	0	0	0
ZCCHC11	hsa-mir-17	0	0	0
ZCCHC11	hsa-mir-18a	0	0	0
ZCCHC11	hsa-mir-18b	0	0	0
ZCCHC11	hsa-mir-19a	0	0	0
ZCCHC11	hsa-mir-19b-1	0	0	0
ZCCHC11	hsa-mir-19b-2	0	0	0
ZCCHC11	hsa-mir-20a	0	0	0
ZCCHC11	hsa-mir-20b	0	0	0
ZCCHC11	hsa-mir-21	0	0	0
ZCCHC11	hsa-mir-25	0	0	0
ZCCHC11	hsa-mir-29a	0	0	0
ZCCHC11	hsa-mir-29b-1	0	0	0
ZCCHC11	hsa-mir-29b-2	0	0	0
ZCCHC11	hsa-mir-29c	0	0	0
ZCCHC11	hsa-mir-31	0	0	0
ZCCHC11	hsa-mir-34a	0	0	0
ZCCHC11	hsa-mir-34b	0	0	0
ZCCHC11	hsa-mir-34c	0	0	0
ZCCHC11	hsa-mir-92a-1	0	0	0
ZCCHC11	hsa-mir-92a-2	0	0	0
ZCCHC11	hsa-mir-93	0	0	0
ZCCHC11	hsa-mir-106a	0	0	0
ZCCHC11	hsa-mir-106b	0	0	0
ZCCHC11	hsa-mir-107	0	0	0
ZCCHC11	hsa-mir-122	0	0	0
ZCCHC11	hsa-mir-128-1	0	0	0
ZCCHC11	hsa-mir-128-2	0	0	0
ZCCHC11	hsa-mir-138-1	0	0	0
ZCCHC11	hsa-mir-138-2	0	0	0
ZCCHC11	hsa-mir-140	0	0	0
ZCCHC11	hsa-mir-141	0	0	0
ZCCHC11	hsa-mir-143	0.411522633744856	0.985221674876847	0.698372154310852
ZCCHC11	hsa-mir-145	0	0	0
ZCCHC11	hsa-mir-155	0	0	0
ZCCHC11	hsa-mir-199a-1	0	0	0
ZCCHC11	hsa-mir-199a-2	0	0	0
ZCCHC11	hsa-mir-200a	0	0	0
ZCCHC11	hsa-mir-200b	0	0	0
ZCCHC11	hsa-mir-200c	0	0	0
ZCCHC11	hsa-mir-205	0	0	0
ZCCHC11	hsa-mir-206	0	0	0
ZCCHC11	hsa-mir-214	0	0	0
ZCCHC11	hsa-mir-221	0	0	0
ZCCHC11	hsa-mir-222	0	0	0
ZCCHC11	hsa-mir-363	0	0	0
ZCCHC11	hsa-mir-429	0	0	0
ZCCHC11	hsa-mir-451	0	0	0
ZCCHC6	hsa-let-7a-1	2.55102040816327	6.07287449392713	4.3119474510452
ZCCHC6	hsa-let-7a-2	13.1393298059965	21.0526315789474	17.0959806924719
ZCCHC6	hsa-let-7a-3	0	0	0
ZCCHC6	hsa-let-7b	1.02040816326531	2.42914979757085	1.72477898041808
ZCCHC6	hsa-let-7c	7.64676240866717	14.5748987854251	11.1108305970461
ZCCHC6	hsa-let-7d	16.6887125220459	11.7408906882591	14.2148016051525
ZCCHC6	hsa-let-7e	0.510204081632653	1.21457489878543	0.862389490209039
ZCCHC6	hsa-let-7f-1	21.4569160997732	17.8137651821862	19.6353406409797
ZCCHC6	hsa-let-7f-2	5.0201562106324	9.31174089068826	7.16594855066033
ZCCHC6	hsa-let-7g	4.74300831443689	9.31174089068826	7.02737460256257
ZCCHC6	hsa-let-7i	1.60619803476946	2.83400809716599	2.22010306596773
ZCCHC6	hsa-mir-98	0	0	0
ZCCHC6	hsa-mir-1-1	0	0	0
ZCCHC6	hsa-mir-1-2	0	0	0
ZCCHC6	hsa-mir-7-1	0	0	0
ZCCHC6	hsa-mir-7-2	0	0	0
ZCCHC6	hsa-mir-7-3	0	0	0
ZCCHC6	hsa-mir-9-1	0	0	0
ZCCHC6	hsa-mir-9-2	0	0	0
ZCCHC6	hsa-mir-9-3	0	0	0
ZCCHC6	hsa-mir-10b	0	0	0
ZCCHC6	hsa-mir-15a	0	0	0
ZCCHC6	hsa-mir-15b	0	0	0
ZCCHC6	hsa-mir-16-1	0	0	0
ZCCHC6	hsa-mir-16-2	0	0	0
ZCCHC6	hsa-mir-17	0	0	0
ZCCHC6	hsa-mir-18a	0	0	0
ZCCHC6	hsa-mir-18b	0	0	0
ZCCHC6	hsa-mir-19a	0	0	0
ZCCHC6	hsa-mir-19b-1	0	0	0
ZCCHC6	hsa-mir-19b-2	0	0	0
ZCCHC6	hsa-mir-20a	0	0	0
ZCCHC6	hsa-mir-20b	0	0	0
ZCCHC6	hsa-mir-21	0	0	0
ZCCHC6	hsa-mir-25	7.14285714285714	0.809716599190283	3.97628687102371
ZCCHC6	hsa-mir-29a	0	0	0
ZCCHC6	hsa-mir-29b-1	0	0	0
ZCCHC6	hsa-mir-29b-2	0	0	0
ZCCHC6	hsa-mir-29c	0	0	0
ZCCHC6	hsa-mir-31	0	0	0
ZCCHC6	hsa-mir-34a	0	0	0
ZCCHC6	hsa-mir-34b	0	0	0
ZCCHC6	hsa-mir-34c	0	0	0
ZCCHC6	hsa-mir-92a-1	0	0	0
ZCCHC6	hsa-mir-92a-2	0	0	0
ZCCHC6	hsa-mir-93	0	0	0
ZCCHC6	hsa-mir-106a	0	0	0
ZCCHC6	hsa-mir-106b	0	0	0
ZCCHC6	hsa-mir-107	0	0	0
ZCCHC6	hsa-mir-122	0	0	0
ZCCHC6	hsa-mir-128-1	0	0	0
ZCCHC6	hsa-mir-128-2	0	0	0
ZCCHC6	hsa-mir-138-1	0	0	0
ZCCHC6	hsa-mir-138-2	18.4744268077601	2.83400809716599	10.6542174524631
ZCCHC6	hsa-mir-140	0	0	0
ZCCHC6	hsa-mir-141	0	0	0
ZCCHC6	hsa-mir-143	0	0	0
ZCCHC6	hsa-mir-145	0	0	0
ZCCHC6	hsa-mir-155	0	0	0
ZCCHC6	hsa-mir-199a-1	0	0	0
ZCCHC6	hsa-mir-199a-2	0	0	0
ZCCHC6	hsa-mir-200a	0	0	0
ZCCHC6	hsa-mir-200b	0	0	0
ZCCHC6	hsa-mir-200c	0	0	0
ZCCHC6	hsa-mir-205	0	0	0
ZCCHC6	hsa-mir-206	0	0	0
ZCCHC6	hsa-mir-214	0	0	0
ZCCHC6	hsa-mir-221	0	0	0
ZCCHC6	hsa-mir-222	0	0	0
ZCCHC6	hsa-mir-363	0	0	0
ZCCHC6	hsa-mir-429	0	0	0
ZCCHC6	hsa-mir-451	0	0	0
HNRNPL	hsa-let-7a-1	5.87283131648289	5.91521524811042	5.89402328229665
HNRNPL	hsa-let-7a-2	9.03987426697421	8.01840289188301	8.52913857942861
HNRNPL	hsa-let-7a-3	1.1914752307799	1.41307919815971	1.3022772144698
HNRNPL	hsa-let-7b	0.857121474759008	0.920144594150509	0.888633034454759
HNRNPL	hsa-let-7c	1.01743738737974	1.15018074268814	1.08380906503394
HNRNPL	hsa-let-7d	1.2161709368452	1.41307919815971	1.31462506750246
HNRNPL	hsa-let-7e	1.10342051920196	1.34735458429182	1.22538755174689
HNRNPL	hsa-let-7f-1	1.13814765132559	1.44594150509366	1.29204457820962
HNRNPL	hsa-let-7f-2	1.01710926429992	0.985869208018403	1.00148923615916
HNRNPL	hsa-let-7g	1.66624109671171	1.5445284258955	1.6053847613036
HNRNPL	hsa-let-7i	1.10665343846065	1.31449227735787	1.21057285790926
HNRNPL	hsa-mir-98	0.39934933388249	0.558659217877095	0.479004275879792
HNRNPL	hsa-mir-1-1	0.527747874547425	0.755833059480776	0.6417904670141
HNRNPL	hsa-mir-1-2	1.08774695780044	1.31449227735787	1.20111961757916
HNRNPL	hsa-mir-7-1	0.902196149554515	1.11731843575419	1.00975729265435
HNRNPL	hsa-mir-7-2	0.631274730811485	0.821557673348669	0.726416202080077
HNRNPL	hsa-mir-7-3	0.644007772676218	0.788695366414722	0.71635156954547
HNRNPL	hsa-mir-9-1	1.20367843255662	1.34735458429182	1.27551650842422
HNRNPL	hsa-mir-9-2	0.862614031442767	0.755833059480776	0.809223545461771
HNRNPL	hsa-mir-9-3	0.976226068552751	0.821557673348669	0.89889187095071
HNRNPL	hsa-mir-10b	1.11966992305154	0.985869208018403	1.05276956553497
HNRNPL	hsa-mir-15a	1.32646396474787	1.11731843575419	1.22189120025103
HNRNPL	hsa-mir-15b	2.75748693064987	2.59612224778179	2.67680458921583
HNRNPL	hsa-mir-16-1	0.762654887994025	0.657246138678935	0.70995051333648
HNRNPL	hsa-mir-16-2	2.00737698005203	1.67597765363128	1.84167731684166
HNRNPL	hsa-mir-17	0.895018496784171	0.985869208018403	0.940443852401287
HNRNPL	hsa-mir-18a	0.816021132090324	0.854419980282616	0.83522055618647
HNRNPL	hsa-mir-18b	1.75267088063214	1.44594150509366	1.5993061928629
HNRNPL	hsa-mir-19a	1.42359797825775	1.18304304962208	1.30332051393991
HNRNPL	hsa-mir-19b-1	2.12967743679714	1.97173841603681	2.05070792641697
HNRNPL	hsa-mir-19b-2	1.17135021344979	1.08445612882024	1.12790317113502
HNRNPL	hsa-mir-20a	0.925275185280093	0.657246138678935	0.791260661979514
HNRNPL	hsa-mir-20b	1.26366552607057	1.21590535655603	1.2397854413133
HNRNPL	hsa-mir-21	1.42492918010863	1.21590535655603	1.32041726833233
HNRNPL	hsa-mir-25	1.26853130919757	1.21590535655603	1.2422183328768
HNRNPL	hsa-mir-29a	3.65125924940092	3.15478146565889	3.4030203575299
HNRNPL	hsa-mir-29b-1	0.590001822672602	0.821557673348669	0.705779748010635
HNRNPL	hsa-mir-29b-2	0.890024999915332	0.920144594150509	0.905084797032921
HNRNPL	hsa-mir-29c	2.49661864799322	2.16891225764049	2.33276545281685
HNRNPL	hsa-mir-31	0.818952698394635	1.0515938218863	0.935273260140466
HNRNPL	hsa-mir-34a	1.48160490596622	1.5445284258955	1.51306666593086
HNRNPL	hsa-mir-34b	2.59290808297784	2.5303976339139	2.56165285844587
HNRNPL	hsa-mir-34c	1.21766262451363	0.985869208018403	1.10176591626602
HNRNPL	hsa-mir-92a-1	0.67284351170038	0.591521524811042	0.632182518255711
HNRNPL	hsa-mir-92a-2	0.961225132136627	0.788695366414722	0.874960249275675
HNRNPL	hsa-mir-93	0.501519378056739	0.525796910943148	0.513658144499944
HNRNPL	hsa-mir-106a	0.933934847774185	0.985869208018403	0.959902027896294
HNRNPL	hsa-mir-106b	0.792755588941267	0.821557673348669	0.807156631144968
HNRNPL	hsa-mir-107	0.770991375863549	0.985869208018403	0.878430291940976
HNRNPL	hsa-mir-122	0.556293301641949	0.690108445612882	0.623200873627415
HNRNPL	hsa-mir-128-1	1.57246334097521	1.4788038120276	1.52563357650141
HNRNPL	hsa-mir-128-2	1.42400930517123	1.4788038120276	1.45140655859942
HNRNPL	hsa-mir-138-1	1.55492316229915	1.90601380216891	1.73046848223403
HNRNPL	hsa-mir-138-2	0.511413611551746	0.657246138678935	0.584329875115341
HNRNPL	hsa-mir-140	0.405758209939245	0.591521524811042	0.498639867375143
HNRNPL	hsa-mir-141	1.0566027808118	1.15018074268814	1.10339176174997
HNRNPL	hsa-mir-143	1.10790892302888	1.31449227735787	1.21120060019337
HNRNPL	hsa-mir-145	2.03676623658863	1.84028918830102	1.93852771244483
HNRNPL	hsa-mir-155	1.7036982488886	1.70883996056523	1.70626910472692
HNRNPL	hsa-mir-199a-1	0.773347242295825	0.920144594150509	0.846745918223167
HNRNPL	hsa-mir-199a-2	1.1269406400647	1.24876766348998	1.18785415177734
HNRNPL	hsa-mir-200a	1.04905474584256	1.15018074268814	1.09961774426535
HNRNPL	hsa-mir-200b	1.21023087703335	1.18304304962208	1.19663696332772
HNRNPL	hsa-mir-200c	1.08756283871668	1.28162997042392	1.1845964045703
HNRNPL	hsa-mir-205	1.11492159969068	1.21590535655603	1.16541347812336
HNRNPL	hsa-mir-206	0.843591445220382	0.821557673348669	0.832574559284526
HNRNPL	hsa-mir-214	2.63594726303102	2.79329608938547	2.71462167620825
HNRNPL	hsa-mir-221	2.09659497934119	1.93887610910286	2.01773554422202
HNRNPL	hsa-mir-222	1.10112439483959	1.08445612882024	1.09279026182992
HNRNPL	hsa-mir-363	1.05668112911384	0.985869208018403	1.02127516856612
HNRNPL	hsa-mir-429	0.617267786196681	0.657246138678935	0.637256962437808
HNRNPL	hsa-mir-451	1.47888111120095	1.41307919815971	1.44598015468033
STRBP	hsa-let-7a-1	12.4588563914257	8.14447592067989	10.3016661560528
STRBP	hsa-let-7a-2	0.21978021978022	0.141643059490085	0.180711639635152
STRBP	hsa-let-7a-3	12.7822333360333	10.056657223796	11.4194452799147
STRBP	hsa-let-7b	0	0	0
STRBP	hsa-let-7c	0.796542508203931	1.20396600566572	1.00025425693483
STRBP	hsa-let-7d	0	0	0
STRBP	hsa-let-7e	0.225988700564972	0.28328611898017	0.254637409772571
STRBP	hsa-let-7f-1	9.43422267670146	4.95750708215297	7.19586487942722
STRBP	hsa-let-7f-2	7.77321163286638	4.53257790368272	6.15289476827455
STRBP	hsa-let-7g	0.990839497747832	1.06232294617564	1.02658122196173
STRBP	hsa-let-7i	0	0	0
STRBP	hsa-mir-98	7.05363664185444	8.21529745042493	7.63446704613969
STRBP	hsa-mir-1-1	0.96246691684529	1.41643059490085	1.18944875587307
STRBP	hsa-mir-1-2	0.508474576271186	0.920679886685552	0.714577231478369
STRBP	hsa-mir-7-1	0.239520958083832	0.28328611898017	0.261403538532001
STRBP	hsa-mir-7-2	0	0	0
STRBP	hsa-mir-7-3	0.341463414634146	0.495750708215297	0.418607061424722
STRBP	hsa-mir-9-1	1.59393265211269	1.55807365439093	1.57600315325181
STRBP	hsa-mir-9-2	0	0	0
STRBP	hsa-mir-9-3	1.63364478771297	2.26628895184136	1.94996686977716
STRBP	hsa-mir-10b	0	0	0
STRBP	hsa-mir-15a	0	0	0
STRBP	hsa-mir-15b	2.06476983973717	2.47875354107649	2.27176169040683
STRBP	hsa-mir-16-1	0	0	0
STRBP	hsa-mir-16-2	0.141242937853107	0.354107648725212	0.24767529328916
STRBP	hsa-mir-17	0	0	0
STRBP	hsa-mir-18a	0	0	0
STRBP	hsa-mir-18b	0	0	0
STRBP	hsa-mir-19a	0.254237288135593	0.637393767705382	0.445815527920488
STRBP	hsa-mir-19b-1	0	0	0
STRBP	hsa-mir-19b-2	0	0	0
STRBP	hsa-mir-20a	0	0	0
STRBP	hsa-mir-20b	0	0	0
STRBP	hsa-mir-21	0	0	0
STRBP	hsa-mir-25	0	0	0
STRBP	hsa-mir-29a	1.06525514727485	1.98300283286119	1.52412899006802
STRBP	hsa-mir-29b-1	0.146341463414634	0.212464589235128	0.179403026324881
STRBP	hsa-mir-29b-2	2.75667340629411	3.75354107648725	3.25510724139068
STRBP	hsa-mir-29c	2.03225764127111	3.18696883852691	2.60961323989901
STRBP	hsa-mir-31	0.395480225988701	0.991501416430595	0.693490821209648
STRBP	hsa-mir-34a	0.390243902439024	0.56657223796034	0.478408070199682
STRBP	hsa-mir-34b	0.141242937853107	0.354107648725212	0.24767529328916
STRBP	hsa-mir-34c	0.329922183136126	0.637393767705382	0.483657975420754
STRBP	hsa-mir-92a-1	0.204506241753781	0.354107648725212	0.279306945239497
STRBP	hsa-mir-92a-2	0	0	0
STRBP	hsa-mir-93	0	0	0
STRBP	hsa-mir-106a	3.65986915930122	4.95750708215297	4.3086881207271
STRBP	hsa-mir-106b	0	0	0
STRBP	hsa-mir-107	0	0	0
STRBP	hsa-mir-122	0.169491525423729	0.212464589235128	0.190978057329428
STRBP	hsa-mir-128-1	0	0	0
STRBP	hsa-mir-128-2	0.46368265880461	0.495750708215297	0.479716683509954
STRBP	hsa-mir-138-1	3.82230128790463	4.60339943342776	4.2128503606662
STRBP	hsa-mir-138-2	0	0	0
STRBP	hsa-mir-140	0	0	0
STRBP	hsa-mir-141	1.78051900442254	3.25779036827195	2.51915468634725
STRBP	hsa-mir-143	1.01166497100879	1.55807365439093	1.28486931269986
STRBP	hsa-mir-145	3.20059534916164	4.6742209631728	3.93740815616722
STRBP	hsa-mir-155	13.7313990880915	11.8271954674221	12.7792972777568
