RBP	miRNA	sum_RBP_per_total	sum_miRNA_per_total	average
C1QBP	hsa-mir-107	0	0	0
C1QBP	hsa-mir-10b	0	0	0
C1QBP	hsa-mir-122	0	0	0
C1QBP	hsa-mir-128-1	0	0	0
C1QBP	hsa-mir-128-2	0	0	0
C1QBP	hsa-mir-138-1	0	NA	NA
C1QBP	hsa-mir-138-2	0	0	0
C1QBP	hsa-mir-140	0	NA	NA
C1QBP	hsa-mir-141	0	0	0
C1QBP	hsa-mir-143	0	0	0
C1QBP	hsa-mir-145	0	0	0
C1QBP	hsa-mir-155	0	0	0
C1QBP	hsa-mir-15a	0	0	0
C1QBP	hsa-mir-15b	0	0	0
C1QBP	hsa-mir-16-1	0	0	0
C1QBP	hsa-mir-16-2	0	0	0
C1QBP	hsa-mir-17	0	0	0
C1QBP	hsa-mir-18a	0	0	0
C1QBP	hsa-mir-18b	11.1111111111111	0.914634146341463	6.01287262872629
C1QBP	hsa-mir-199a-1	0	0	0
C1QBP	hsa-mir-199a-2	0	0	0
C1QBP	hsa-mir-19a	7.40740740740741	1.16279069767442	4.28509905254091
C1QBP	hsa-mir-19b-1	0	0	0
C1QBP	hsa-mir-19b-2	0	0	0
C1QBP	hsa-mir-200a	0	0	0
C1QBP	hsa-mir-200b	0	0	0
C1QBP	hsa-mir-200c	0	0	0
C1QBP	hsa-mir-205	0	0	0
C1QBP	hsa-mir-206	0	0	0
C1QBP	hsa-mir-20a	0	0	0
C1QBP	hsa-mir-20b	0	0	0
C1QBP	hsa-mir-21	0	0	0
C1QBP	hsa-mir-214	0	0	0
C1QBP	hsa-mir-221	0	0	0
C1QBP	hsa-mir-222	0	0	0
C1QBP	hsa-mir-25	0	0	0
C1QBP	hsa-mir-29a	0	0	0
C1QBP	hsa-mir-29b-1	0	0	0
C1QBP	hsa-mir-29b-2	25.9259259259259	4.09356725146199	15.009746588694
C1QBP	hsa-mir-29c	0	0	0
C1QBP	hsa-mir-31	0	0	0
C1QBP	hsa-mir-34a	0	0	0
C1QBP	hsa-mir-34b	7.40740740740741	0.952380952380952	4.17989417989418
C1QBP	hsa-mir-34c	0	0	0
C1QBP	hsa-mir-363	0	0	0
C1QBP	hsa-mir-429	0	0	0
C1QBP	hsa-mir-451	0	0	0
C1QBP	hsa-mir-7-1	0	0	0
C1QBP	hsa-mir-7-2	0	0	0
C1QBP	hsa-mir-7-3	0	0	0
C1QBP	hsa-mir-9-1	0	0	0
C1QBP	hsa-mir-9-2	7.40740740740741	0.634920634920635	4.02116402116402
C1QBP	hsa-mir-9-3	0	0	0
C1QBP	hsa-mir-92a-1	0	0	0
C1QBP	hsa-mir-92a-2	0	0	0
C1QBP	hsa-mir-93	0	0	0
C1QBP	hsa-mir-98	0	0	0
CASC3	hsa-let-7a-1	0	0	0
CASC3	hsa-let-7a-2	0	0	0
CASC3	hsa-let-7a-3	0	0	0
CASC3	hsa-let-7b	0	0	0
CASC3	hsa-let-7c	0	0	0
CASC3	hsa-let-7d	0	0	0
CASC3	hsa-let-7e	0	0	0
CASC3	hsa-let-7f-1	0	0	0
CASC3	hsa-let-7f-2	0	0	0
CASC3	hsa-let-7g	0	0	0
CASC3	hsa-let-7i	0	0	0
CASC3	hsa-mir-1-1	0	0	0
CASC3	hsa-mir-1-2	0	NA	NA
CASC3	hsa-mir-106a	0	0	0
CASC3	hsa-mir-106b	0	0	0
CASC3	hsa-mir-107	0	0	0
CASC3	hsa-mir-10b	0	0	0
CASC3	hsa-mir-122	0	0	0
CASC3	hsa-mir-128-1	100	0.62111801242236	50.3105590062112
CASC3	hsa-mir-128-2	0	0	0
CASC3	hsa-mir-138-1	0	NA	NA
CASC3	hsa-mir-138-2	0	0	0
CASC3	hsa-mir-140	0	NA	NA
CASC3	hsa-mir-141	0	0	0
CASC3	hsa-mir-143	0	0	0
CASC3	hsa-mir-145	0	0	0
CASC3	hsa-mir-155	0	0	0
CASC3	hsa-mir-15a	0	0	0
CASC3	hsa-mir-15b	0	0	0
CASC3	hsa-mir-16-1	0	0	0
CASC3	hsa-mir-16-2	0	0	0
CASC3	hsa-mir-17	0	0	0
CASC3	hsa-mir-18a	0	0	0
CASC3	hsa-mir-18b	0	0	0
CASC3	hsa-mir-199a-1	0	0	0
CASC3	hsa-mir-199a-2	0	0	0
CASC3	hsa-mir-19a	0	0	0
CASC3	hsa-mir-19b-1	0	0	0
CASC3	hsa-mir-19b-2	0	0	0
CASC3	hsa-mir-200a	0	0	0
CASC3	hsa-mir-200b	0	0	0
CASC3	hsa-mir-200c	0	0	0
CASC3	hsa-mir-205	0	0	0
CASC3	hsa-mir-206	0	0	0
CASC3	hsa-mir-20a	0	0	0
CASC3	hsa-mir-20b	0	0	0
CASC3	hsa-mir-21	0	0	0
CASC3	hsa-mir-214	0	0	0
CASC3	hsa-mir-221	0	0	0
CASC3	hsa-mir-222	0	0	0
CASC3	hsa-mir-25	0	0	0
CASC3	hsa-mir-29a	0	0	0
CASC3	hsa-mir-29b-1	0	0	0
CASC3	hsa-mir-29b-2	0	0	0
CASC3	hsa-mir-29c	0	0	0
CASC3	hsa-mir-31	0	0	0
CASC3	hsa-mir-34a	0	0	0
CASC3	hsa-mir-34b	0	0	0
CASC3	hsa-mir-34c	0	0	0
CASC3	hsa-mir-363	0	0	0
CASC3	hsa-mir-429	0	0	0
CASC3	hsa-mir-451	0	0	0
CASC3	hsa-mir-7-1	0	0	0
CASC3	hsa-mir-7-2	0	0	0
CASC3	hsa-mir-7-3	0	0	0
CASC3	hsa-mir-9-1	0	0	0
CASC3	hsa-mir-9-2	0	0	0
CASC3	hsa-mir-9-3	0	0	0
CASC3	hsa-mir-92a-1	0	0	0
CASC3	hsa-mir-92a-2	0	0	0
CASC3	hsa-mir-93	0	0	0
CASC3	hsa-mir-98	0	0	0
CELF1	hsa-let-7a-1	0	0	0
CELF1	hsa-let-7a-2	0	0	0
CELF1	hsa-let-7a-3	3.50877192982456	0.294550810014728	1.90166136991964
CELF1	hsa-let-7b	0	0	0
CELF1	hsa-let-7c	0	0	0
CELF1	hsa-let-7d	0	0	0
CELF1	hsa-let-7e	3.50877192982456	0.746268656716418	2.12752029327049
CELF1	hsa-let-7f-1	3.50877192982456	0.586510263929619	2.04764109687709
CELF1	hsa-let-7f-2	0	0	0
CELF1	hsa-let-7g	3.50877192982456	0.251889168765743	1.88033054929515
CELF1	hsa-let-7i	8.7719298245614	1.13895216400911	4.95544099428526
CELF1	hsa-mir-1-1	0	0	0
CELF1	hsa-mir-1-2	0	NA	NA
CELF1	hsa-mir-106a	0	0	0
CELF1	hsa-mir-106b	0	0	0
CELF1	hsa-mir-107	0	0	0
CELF1	hsa-mir-10b	0	0	0
CELF1	hsa-mir-122	0	0	0
CELF1	hsa-mir-128-1	0	0	0
CELF1	hsa-mir-128-2	0	0	0
CELF1	hsa-mir-138-1	0	NA	NA
CELF1	hsa-mir-138-2	0	0	0
CELF1	hsa-mir-140	0	NA	NA
CELF1	hsa-mir-141	0	0	0
CELF1	hsa-mir-143	0	0	0
CELF1	hsa-mir-145	0	0	0
CELF1	hsa-mir-155	0	0	0
CELF1	hsa-mir-15a	0	0	0
CELF1	hsa-mir-15b	0	0	0
CELF1	hsa-mir-16-1	0	0	0
CELF1	hsa-mir-16-2	0	0	0
CELF1	hsa-mir-17	0	0	0
CELF1	hsa-mir-18a	0	0	0
CELF1	hsa-mir-18b	7.01754385964912	1.21951219512195	4.11852802738554
CELF1	hsa-mir-199a-1	0	0	0
CELF1	hsa-mir-199a-2	0	0	0
CELF1	hsa-mir-19a	8.7719298245614	2.90697674418605	5.83945328437372
CELF1	hsa-mir-19b-1	3.50877192982456	1.58730158730159	2.54803675856307
CELF1	hsa-mir-19b-2	0	0	0
CELF1	hsa-mir-200a	0	0	0
CELF1	hsa-mir-200b	0	0	0
CELF1	hsa-mir-200c	0	0	0
CELF1	hsa-mir-205	12.280701754386	6.03448275862069	9.15759225650333
CELF1	hsa-mir-206	0	0	0
CELF1	hsa-mir-20a	0	0	0
CELF1	hsa-mir-20b	0	0	0
CELF1	hsa-mir-21	5.26315789473684	1.47058823529412	3.36687306501548
CELF1	hsa-mir-214	0	0	0
CELF1	hsa-mir-221	0	0	0
CELF1	hsa-mir-222	0	0	0
CELF1	hsa-mir-25	0	0	0
CELF1	hsa-mir-29a	0	0	0
CELF1	hsa-mir-29b-1	0	0	0
CELF1	hsa-mir-29b-2	0	0	0
CELF1	hsa-mir-29c	12.280701754386	6.08695652173913	9.18382913806255
CELF1	hsa-mir-31	0	0	0
CELF1	hsa-mir-34a	12.280701754386	2.43055555555556	7.35562865497076
CELF1	hsa-mir-34b	8.7719298245614	2.38095238095238	5.57644110275689
CELF1	hsa-mir-34c	0	0	0
CELF1	hsa-mir-363	0	0	0
CELF1	hsa-mir-429	0	0	0
CELF1	hsa-mir-451	0	0	0
CELF1	hsa-mir-7-1	3.50877192982456	0.925925925925926	2.21734892787524
CELF1	hsa-mir-7-2	0	0	0
CELF1	hsa-mir-7-3	0	0	0
CELF1	hsa-mir-9-1	0	0	0
CELF1	hsa-mir-9-2	3.50877192982456	0.634920634920635	2.0718462823726
CELF1	hsa-mir-9-3	0	0	0
CELF1	hsa-mir-92a-1	0	0	0
CELF1	hsa-mir-92a-2	0	0	0
CELF1	hsa-mir-93	0	0	0
CELF1	hsa-mir-98	0	0	0
CHERP	hsa-let-7a-1	0	0	0
CHERP	hsa-let-7a-2	0	0	0
CHERP	hsa-let-7a-3	0	0	0
CHERP	hsa-let-7b	0	0	0
CHERP	hsa-let-7c	0	0	0
CHERP	hsa-let-7d	0	0	0
CHERP	hsa-let-7e	0	0	0
CHERP	hsa-let-7f-1	0	0	0
CHERP	hsa-let-7f-2	0	0	0
CHERP	hsa-let-7g	100	0.629722921914358	50.3148614609572
CHERP	hsa-let-7i	0	0	0
CHERP	hsa-mir-1-1	0	0	0
CHERP	hsa-mir-1-2	0	NA	NA
CHERP	hsa-mir-106a	0	0	0
CHERP	hsa-mir-106b	0	0	0
CHERP	hsa-mir-107	0	0	0
CHERP	hsa-mir-10b	0	0	0
CHERP	hsa-mir-122	0	0	0
CHERP	hsa-mir-128-1	0	0	0
CHERP	hsa-mir-128-2	0	0	0
CHERP	hsa-mir-138-1	0	NA	NA
CHERP	hsa-mir-138-2	0	0	0
CHERP	hsa-mir-140	0	NA	NA
CHERP	hsa-mir-141	0	0	0
CHERP	hsa-mir-143	0	0	0
CHERP	hsa-mir-145	0	0	0
CHERP	hsa-mir-155	0	0	0
CHERP	hsa-mir-15a	0	0	0
CHERP	hsa-mir-15b	0	0	0
CHERP	hsa-mir-16-1	0	0	0
CHERP	hsa-mir-16-2	0	0	0
CHERP	hsa-mir-17	0	0	0
CHERP	hsa-mir-18a	0	0	0
CHERP	hsa-mir-18b	0	0	0
CHERP	hsa-mir-199a-1	0	0	0
CHERP	hsa-mir-199a-2	0	0	0
CHERP	hsa-mir-19a	0	0	0
CHERP	hsa-mir-19b-1	0	0	0
CHERP	hsa-mir-19b-2	0	0	0
CHERP	hsa-mir-200a	0	0	0
CHERP	hsa-mir-200b	0	0	0
CHERP	hsa-mir-200c	0	0	0
CHERP	hsa-mir-205	0	0	0
CHERP	hsa-mir-206	0	0	0
CHERP	hsa-mir-20a	0	0	0
CHERP	hsa-mir-20b	0	0	0
CHERP	hsa-mir-21	0	0	0
CHERP	hsa-mir-214	0	0	0
CHERP	hsa-mir-221	0	0	0
CHERP	hsa-mir-222	0	0	0
CHERP	hsa-mir-25	0	0	0
CHERP	hsa-mir-29a	0	0	0
CHERP	hsa-mir-29b-1	0	0	0
CHERP	hsa-mir-29b-2	0	0	0
CHERP	hsa-mir-29c	0	0	0
CHERP	hsa-mir-31	0	0	0
CHERP	hsa-mir-34a	0	0	0
CHERP	hsa-mir-34b	0	0	0
CHERP	hsa-mir-34c	0	0	0
CHERP	hsa-mir-363	0	0	0
CHERP	hsa-mir-429	0	0	0
CHERP	hsa-mir-451	0	0	0
CHERP	hsa-mir-7-1	0	0	0
CHERP	hsa-mir-7-2	0	0	0
CHERP	hsa-mir-7-3	0	0	0
CHERP	hsa-mir-9-1	0	0	0
CHERP	hsa-mir-9-2	0	0	0
CHERP	hsa-mir-9-3	0	0	0
CHERP	hsa-mir-92a-1	0	0	0
CHERP	hsa-mir-92a-2	0	0	0
CHERP	hsa-mir-93	0	0	0
CHERP	hsa-mir-98	0	0	0
CPSF6	hsa-let-7a-1	0	0	0
CPSF6	hsa-let-7a-2	0	0	0
CPSF6	hsa-let-7a-3	0	0	0
CPSF6	hsa-let-7b	0	0	0
CPSF6	hsa-let-7c	0	0	0
CPSF6	hsa-let-7d	0	0	0
CPSF6	hsa-let-7e	0	0	0
CPSF6	hsa-let-7f-1	0	0	0
CPSF6	hsa-let-7f-2	0	0	0
CPSF6	hsa-let-7g	0	0	0
CPSF6	hsa-let-7i	0	0	0
CPSF6	hsa-mir-1-1	0	0	0
CPSF6	hsa-mir-1-2	0	NA	NA
CPSF6	hsa-mir-106a	0	0	0
CPSF6	hsa-mir-106b	0	0	0
CPSF6	hsa-mir-107	0	0	0
CPSF6	hsa-mir-10b	100	3.38983050847458	51.6949152542373
CPSF6	hsa-mir-122	0	0	0
CPSF6	hsa-mir-128-1	0	0	0
CPSF6	hsa-mir-128-2	0	0	0
CPSF6	hsa-mir-138-1	0	NA	NA
CPSF6	hsa-mir-138-2	0	0	0
CPSF6	hsa-mir-140	0	NA	NA
CPSF6	hsa-mir-141	0	0	0
CPSF6	hsa-mir-143	0	0	0
CPSF6	hsa-mir-145	0	0	0
CPSF6	hsa-mir-155	0	0	0
CPSF6	hsa-mir-15a	0	0	0
CPSF6	hsa-mir-15b	0	0	0
CPSF6	hsa-mir-16-1	0	0	0
CPSF6	hsa-mir-16-2	0	0	0
CPSF6	hsa-mir-17	0	0	0
CPSF6	hsa-mir-18a	0	0	0
